S.no,Title,Video ID,Published At,Keyword,Likes,Comments,Views
1300,"I Searched 100 Dumpsters, HereÖ",anFxsa5jXrE,2019-10-12,mrbeast,1572751,52457,91053784
1301,"Last to Stop Swinging Wins $1,Ö",RwnN2FVaHmw,2019-11-30,mrbeast,1511358,81100,69330547
1302,I Opened The World&#39;s FirstÖ,n6qc4LHN2KQ,2019-06-15,mrbeast,1801566,76492,61197670
1303,Most Unusual Houses!Ö,IWWv3dq4Gb4,2022-05-21,mrbeast,378105,9251,13637506
1304,World&#39;s Most Dangerous FruÖ,0nS_yE49vDI,2022-08-23,mrbeast,312575,1902,3392295
1305,Extreme Moments Before DisasteÖ,5orcB4yyjoU,2022-06-14,mrbeast,385059,10374,17321080
1306,"I Gave People $1,000,000 But OÖ",LeYsRMZFUq0,2020-12-15,mrbeast,4763784,174632,110124989
1307,World&#39;s Largest Bowl Of CeÖ,xRwy_rKc7gI,2019-05-15,mrbeast,2030057,81670,107126467
1308,Last To Leave Circle Wins $500Ö,zxYjTTXc-J8,2021-08-31,mrbeast,4437532,109214,180766617
1309,"$1 Burger vs $10,000 Burger!Ö",Xzkzp2Y1t0o,2022-08-02,mrbeast,367987,6645,11118461
1310,"Last To Leave VR Wins $20,000Ö",RCvnytndd9c,2019-06-08,mrbeast,2135851,91698,93319974
1311,"Paying People $10,000 To Eat GÖ",fWcSBWadolA,2019-06-01,mrbeast,1080199,36374,37780348
1312,Giant Monopoly Game With Real Ö,2nd73lyvq4w,2019-02-15,mrbeast,1552125,67399,66839006
1313,Luckiest People Alive!Ö,jgyTwWtvMdE,2022-05-27,mrbeast,446014,8278,20779962
1314,Surviving 24 Hours Straight InÖ,Ooke4YZv8Ts,2019-03-16,mrbeast,2129926,91190,98750169
1315,Surviving 100 Days In The WildÖ,z6xXgUlBxwg,2022-07-12,mrbeast,319041,5526,9734303
1316,I Bought The World&#39;s LargeÖ,erQ_9yEz0ls,2020-07-03,mrbeast,4120158,177881,136439525
1317,"Extreme $500,000 Game Of Tag!Ö",uocETPj4Jx4,2021-09-04,mrbeast,3136265,101503,79882619
1318,World&#39;s Fastest Car!Ö,nopEs-K4ExM,2022-07-09,mrbeast,557743,19706,21747698
1319,Last To Leave Roller Coaster WÖ,gL6iSCSHjco,2019-08-17,mrbeast,2121115,65601,92621700
1320,"I Ate A $70,000 Golden PizzaÖ",F4Y3Pkn95GI,2020-02-29,mrbeast,3206546,108235,156000008
1321,Weirdest Things On Amazon!Ö,wUoxbm9MUc0,2022-05-09,mrbeast,632277,19405,18492610
1322,I Went Back To 1st Grade For AÖ,A-vX1AGBGsc,2019-01-31,mrbeast,2523764,136866,134377650
1323,People With Amazing Talent!Ö,_t9LL1VcG3Q,2022-07-16,mrbeast,372266,6699,13545273
1324,Reacting To The World‚Äôs MostÖ,T1QUEKLNPtA,2022-07-05,mrbeast,381271,14433,15014572
1325,100 Million Subscriber LivestrÖ,er5LLR2oCmg,2022-07-28,mrbeast,492024,41183,6968660
1326,"MrBeast Hit 100,000,000 Subs SÖ",k_Xwk6Afo1U,2022-07-30,mrbeast,201509,9784,6383519
1327,Giving School Supplies To The Ö,STiUV6XXG4E,2022-08-12,mrbeast,494889,23110,7715681
1328,I Built MrBeast‚Äôs 100 MillioÖ,8GlEuSyQfcc,2022-08-17,mrbeast,61448,4080,1928710
1329,John Dean: National Archives lÖ,ObMP3SxPVbs,2022-08-24,cnn,11244,6530,755642
1330,Cruise ship spots migrants losÖ,LJx4AJNvyss,2022-08-24,cnn,544,614,53110
1331,Tapper: Republicans take crediÖ,OfEtxu0xE2w,2022-08-23,cnn,6958,4724,288312
1332,CNN reporter explains impact oÖ,7SJA7_tz-kg,2022-08-24,cnn,656,1495,51269
1333,AO VIVO: CNN PRIME TIME - 24/0Ö,GrCzvoXJgJo,2022-08-24,cnn,1120,9,66507
1334,Hackers tore apart voting machÖ,M7MGdGttFA8,2022-08-17,cnn,18730,6675,1101187
1335,Cooper: We&#39;ve entered the Ö,fdHTSbLo97Y,2022-08-20,cnn,13751,6364,791042
1336,FBI chief responds to threats Ö,ARgPOUeTdAk,2022-08-11,cnn,8090,9231,537070
1337,Pink Floyd co-founder explainsÖ,ml373MHAtXo,2022-08-06,cnn,29541,18044,873549
1338,Former Trump White House lawyeÖ,4ZIhGftS2lY,2022-08-10,cnn,4634,4005,366447
1339,More people use weed than tobaÖ,FQxSwZDkxRk,2022-08-23,cnn,2323,1979,83353
1340,CNN reporter explains how prosÖ,mjdR0qsxfjY,2022-07-31,cnn,5630,5028,386436
1341,GOP strategist says there are Ö,M8T8ejSpCnc,2022-08-14,cnn,7890,6193,462943
1342,&quot;Certeza que n√£o v√£o enÖ,yIPVCi4VZts,2022-08-24,cnn,2521,1670,71652
1343,&#39;Hold on a second&#39;: CNÖ,YJ25XyrvuQ4,2022-08-09,cnn,12415,16954,1020152
1344,Hear Bannon‚Äôs reaction to FBÖ,P5je6gBx3EA,2022-08-17,cnn,3215,5058,288796
1345,Chinese ambassador: Pelosi&#39Ö,qvit3SUUmQE,2022-08-02,cnn,6465,10191,633520
1346,See Obama&#39;s clever callbacÖ,0odYZZ4qACg,2022-08-17,cnn,4840,3004,251101
1347,Hear what voters have to say aÖ,ZFPD_RTYNX8,2022-08-13,cnn,9069,10614,1084758
1348,Resumen en video de la guerra Ö,nQXtTbRrAVE,2022-08-24,cnn,1531,175,85359
1349,Reporter who broke major storyÖ,slrYhhU7ybM,2022-08-12,cnn,5089,5964,454927
1350,Cheney says she‚Äôs ‚ÄòthinkinÖ,g4noYHiFVpU,2022-08-17,cnn,4836,12045,264809
1351,Merrick Garland announces FBI Ö,sl9B4phBEII,2022-08-11,cnn,19359,13212,931636
1352,Republicans rush to Trump&#39;Ö,TbJsAJ8i0W0,2022-08-09,cnn,6554,12194,549566
1353,‚ÄòThe hypocrisy is jaw-droppiÖ,IKe7eS5xXSg,2022-08-10,cnn,8070,6888,576311
1354,Pence says he&#39;d consider tÖ,drQGaOJrJIA,2022-08-17,cnn,3847,3053,278240
1355,Former Trump aide calls Trump‚Ö,OBT5GVaUCCo,2022-08-08,cnn,5936,4649,473122
1356,Armed Trump supporters gathereÖ,3R_Ex5Xi5Nw,2022-08-14,cnn,31563,38618,1889320
1357,Trump&#39;s ex-Chief of Staff Ö,8440F14wKGk,2022-08-11,cnn,7973,11184,749734
1358,Brian Stelter speaks about canÖ,zAZ-GK-H_Ys,2022-08-21,cnn,11650,12453,438358
1359,&#39;Deadly serious matter‚Äô:Ö,rJV014ojKPk,2022-08-10,cnn,7538,7921,566143
1360,"Rents are sky high, and Elon MÖ",O15EHN6tlVM,2022-08-18,cnn,644,886,65137
1361,Ex-prosecutor says Trump facesÖ,uN930SNDLhQ,2022-08-13,cnn,5947,4890,393718
1362,Trump and his allies flood airÖ,zzUn1prQ5Ps,2022-08-13,cnn,6164,8022,386949
1363,Reporter confronts Republican Ö,1H-EWHVziNw,2022-08-12,cnn,11563,7302,620690
1364,He got an offer to join Trump&Ö,ytiob-SMu18,2022-08-18,cnn,12849,6876,858549
1365,See Crenshaw&#39;s reaction toÖ,Rz-kH4QnSes,2022-08-21,cnn,9666,17218,713211
1366,See McConnell‚Äôs telling predÖ,5DaVV221-yw,2022-08-07,cnn,6383,3955,591721
1367,&#39;I thought of Al Capone&#3Ö,4giLq9Hwwx4,2022-08-15,cnn,25885,8813,1178354
1368,Judge says he may unseal portiÖ,_TY6ol9HtPA,2022-08-19,cnn,1274,1832,112418
1369,New satellite images debunk PuÖ,Pg8JW5mv-x4,2022-08-20,cnn,4615,3057,278274
1370,Watch Jordan Klepper confront Ö,tif6K5B_JBM,2022-08-14,cnn,7402,5297,367781
1371,Ex-Trump lawyer defends Trump Ö,uOqcqUBg0kA,2022-08-18,cnn,2983,4589,240447
1372,Trump responds to AG Garland‚ÄÖ,wbKZgefrbbU,2022-08-12,cnn,16316,11467,1299714
1373,Ex-Trump attorney: What Trump Ö,SK4Pw4-HoWQ,2022-08-11,cnn,21111,9407,1203517
1374,Bible among challenged books sÖ,H21zuMPXbkA,2022-08-18,cnn,1862,4996,148992
1375,See video Alex Jones sent out Ö,yc33gDAfNJQ,2022-08-05,cnn,16641,9979,1195181
1376,Ronny Jackson publicly criticiÖ,PmjxcmzXWKM,2022-07-14,cnn,8684,5762,475535
1377,Analysis: How FBI&#39;s searchÖ,62Z4MnFIifY,2022-08-09,cnn,4898,9878,499461
1378,Liz Cheney: The evidence is thÖ,nBzhjGblcJU,2022-08-05,cnn,13318,7773,657999
1379,The Math You&#39;ll Use in CheÖ,B2EnaKgF08M,2020-08-11,mathchemistry,1869,135,88980
1380,Intro to Chemistry &amp; What Ö,pdyDmXtye2w,2022-05-03,mathchemistry,1777,194,64368
1381,Greek Alphabet Symbols List - Ö,_AWZZP3J5Nw,2019-12-03,mathchemistry,4386,176,170305
1382,Balancing Chemical Equations PÖ,eNsVaUCzvLA,2015-08-28,mathchemistry,132298,8115,4981769
1383,Algebra Introduction - Basic OÖ,grnP3mduZkM,2016-08-13,mathchemistry,61100,4466,3452571
1384,01 - Introduction To ChemistryÖ,k3rRrl9J2F4,2016-02-04,mathchemistry,49931,2293,2494758
1385,Understand Calculus in 35 MinuÖ,WsQQvHm4lSw,2018-09-10,mathchemistry,37430,1375,1503148
1386,SCIENCE WARS - Acapella ParodyÖ,LTXTeAt2mpg,2015-12-04,mathchemistry,542855,43802,18496859
1387,"Intro to Chemistry, Basic ConcÖ",bka20Q9TN6M,2016-08-30,mathchemistry,45800,1681,3588950
1388,Significant Figures - A Fast RÖ,l2yuDvwYq5g,2018-08-19,mathchemistry,36655,1387,1433436
1389,Mathematicians vs. Physics ClaÖ,xPzR_D9qKeo,2019-10-04,mathchemistry,51924,3057,2110850
1390,Mathematics and Chemistry : MaÖ,TlEpQgYBS0E,2013-04-15,mathchemistry,1,2,63
1391,The Map of MathematicsÖ,OmJ-4B-mS-Y,2017-02-01,mathchemistry,409962,10759,10330078
1392,Chemical Reactions and EquatioÖ,Hxd1TNgSuPg,2020-04-03,mathchemistry,31742,3089,1205719
1393,Mathematics and Chemistry : MaÖ,V_vguZj_7FE,2013-04-15,mathchemistry,0,1,25
1394,All of Biology in 9 minutesÖ,ax0yjzbSBa4,2020-07-16,biology,56774,2220,1011277
1395,Biology 1010 Lecture 1 Intro tÖ,Q8ijKtdIRMQ,2017-01-11,biology,5902,274,313847
1396,Biology: Cell Structure I NuclÖ,URUJD5NEXC8,2015-03-18,biology,396477,10721,23925458
1397,Biology - Intro to Cell StructÖ,vwAJ8ByQH2U,2018-09-30,biology,14687,328,689762
1398,Stroll Through the Playlist (aÖ,7xeFP0SEDdc,2019-04-15,biology,19915,1101,1471735
1399,What is Biology?Ö,6v8djXa-IPQ,2017-11-19,biology,4293,110,287879
1400,The Insane Biology of: The OctÖ,mFP_AjJeP-M,2020-11-14,biology,226135,15445,9629509
1401,Biologist Answers Biology QuesÖ,HdwzJLTLFqc,2021-11-25,biology,128800,4481,3526040
1402,Biologist Explains One ConceptÖ,sweN8d4_MUg,2017-05-24,biology,105414,6858,3863719
1403,Quantum Biology: The Hidden NaÖ,ADiql3FG5is,2015-09-17,biology,65182,4679,9897790
1404,The Insane Biology of: The DraÖ,iJi61NAIsjs,2021-08-28,biology,104645,7091,3455728
1405,2021&#39;s Breakthroughs in NeÖ,1tOx_Vh5diE,2021-12-21,biology,35432,528,832026
1406,The Insane Biology of: HammerhÖ,lgTbQlfOSKE,2021-05-01,biology,103946,4516,3779069
1407,Biologist Answers More BiologyÖ,qPKHna_P9zE,2022-06-22,biology,41293,1941,1194593
1408,Map of BiologyÖ,wENhHnJI1ys,2017-12-09,biology,26530,818,602137
1409,DNA Structure and Replication:Ö,8kK2zwjRV0M,2012-04-02,biology,85704,4481,8639567
1410,1. Introduction to Human BehavÖ,NNnIGh9g6fA,2011-02-01,biology,310947,15981,14800155
1411,The Insane Biology of: The OrcÖ,GimCcrwYxdE,2021-12-18,biology,83509,5086,2954971
1412,Cartoon x nublu x Gameboy TetrÖ,OcNV3UeesoU,2021-06-19,biology,45821,2121,2359653
1413,What Are the New Discoveries iÖ,SqrRW3CMOzo,2021-09-09,biology,5000,293,252524
1414,The Insane Biology of: The AxoÖ,bFkIG9S2Mmg,2021-10-16,biology,46953,1690,1743151
1415,Biomolecules (Updated)Ö,YO244P1e9QM,2016-02-12,biology,65238,2121,5323008
1416,Web of Complex Biology | ScienÖ,XQgvsXQ6AyE,2019-06-06,biology,621,44,55643
1417,The Insane Biology of: The VenÖ,CAUOhG_c4Go,2022-01-29,biology,16576,787,452937
1418,The Insane Biology of: Ant ColÖ,VLBDVXLiWxQ,2021-02-06,biology,31665,1649,1045672
1419,The Insane Biology of: The PlaÖ,Wh2du5SOjmY,2021-06-26,biology,26731,1303,1251200
1420,Carbon... SO SIMPLE: Crash CouÖ,QnQe0xW_JY4,2012-01-30,biology,74180,7794,7556654
1421,Pi&#39;erre Bourne - Biology 1Ö,WpbUnPTAoB4,2021-06-11,biology,18852,750,767162
1422,The Insane Biology of: The EleÖ,vsQYI5Ajwp4,2022-07-30,biology,15317,613,319489
1423,&#39;Amphiterra&#39; ExplainedÖ,pJ41WRSrrOo,2022-03-04,biology,29562,2363,595608
1424,Biological Molecules - You AreÖ,H8WJ2KENlK0,2012-02-13,biology,62343,4145,6225136
1425,Girls Aloud - BiologyÖ,bBPtP4t2J1k,2009-06-26,biology,18353,2560,7073338
1426,Biologist Answers Even More BiÖ,dgEYV2s8Pg4,2022-06-24,biology,23783,1290,513747
1427,Photosynthesis: Crash Course BÖ,sQK3Yr4Sc_k,2012-03-19,biology,74324,6294,7428280
1428,The Insane Biology of: The HarÖ,R1HAEGyk4Co,2022-04-30,biology,29581,1264,1097006
1429,ATP &amp; Respiration: Crash CÖ,00jbG_cfGuQ,2012-03-12,biology,96215,6430,9552698
1430,How Much Do You Know About &quÖ,vXp9xKwUihM,2020-06-20,biology,1519,124,90926
1431,&#39;Exobiotica&#39; ExplainedÖ,HSVUtNRNcS4,2022-04-01,biology,17977,564,383734
1432,Evolution from ape to man. FroÖ,SGxDv7XybSo,2019-08-18,biology,116596,43591,11792862
1433,Biology: Digestive System VideÖ,bo2Ape8JHqA,2009-02-16,biology,132214,5981,17716356
1434,Eukaryopolis - The City of AniÖ,cj8dDTHGJBY,2012-02-20,biology,47947,3075,5054426
1435,&#39;Draconology&#39; ExplaineÖ,NXlTO0dti3k,2021-10-07,biology,43511,1773,747705
1436,Water - Liquid Awesome: Crash Ö,HVT3Y3_gHGg,2012-02-06,biology,48317,3805,4613023
1437,Cell Biology | DNA ReplicationÖ,xvWdIi6_fGg,2021-03-29,biology,13733,626,489332
1438,Evo-Devo (Despacito Biology PaÖ,ydqReeTV_vk,2017-09-23,biology,132562,6384,4418714
1439,The Biology Behind Bonsai TreeÖ,jxg-N7Ld3H0,2022-02-01,biology,44755,3214,1152562
1440,Taxonomy: Life&#39;s Filing SyÖ,F38BmgPcZ_I,2012-06-04,biology,28907,2438,2767666
1441,Physics - Basic IntroductionÖ,b1t41Q3xRM8,2020-12-30,physics,42848,1350,1778635
1442,The Mind Bending Story Of QuanÖ,ISdBAf-ysI0,2018-03-20,physics,68035,5549,7209027
1443,All physics explained in 15 miÖ,TTHazQeM8v8,2020-08-07,physics,152531,3469,3270832
1444,2021&#39;s Biggest BreakthrougÖ,FMM7GWnAv0A,2021-12-22,physics,44412,1210,1346386
1445,What is Physics?Ö,yWMKYID5fr8,2016-01-24,physics,12527,414,787667
1446,What If Physics IS NOT DescribÖ,v-aP1J-BdvE,2022-06-01,physics,29773,3299,880432
1447,Dr. Michio Kaku Answers PhysicÖ,bUmULlGACEI,2021-07-29,physics,126685,4633,2817851
1448,"01 - Introduction to Physics, Ö",i_CijGuk7fw,2018-08-28,physics,22310,1177,1071023
1449,Physicist Explains Dimensions Ö,3KC32Vymo0Q,2019-10-16,physics,237869,19276,8445210
1450,The Map of PhysicsÖ,ZihywtixUYo,2016-11-28,physics,236557,5640,4696990
1451,Neil deGrasse Tyson Explains TÖ,SDxzZHSBhw0,2021-03-13,physics,19509,1072,928585
1452,Physics expert explains how NAÖ,jKvjvW6a62c,2022-08-24,physics,3379,1381,132960
1453,Quantum Physics for 7 Year OldÖ,ARWBdfWpDyc,2016-05-24,physics,49795,2177,2796778
1454,5 Fun Physics PhenomenaÖ,1Xp_imnO6WE,2014-08-06,physics,95001,7668,6312772
1455,Will Constructor Theory REWRITÖ,hYc97J2MZIo,2021-10-20,physics,40750,3577,1235556
1456,Physics Review - Basic IntroduÖ,-6IgkG5yZfo,2017-01-02,physics,10959,525,844015
1457,Physicists At CERN Just Made AÖ,JpKoT9AgSJo,2022-07-10,physics,6813,69,485266
1458,3 Perplexing Physics ProblemsÖ,K-Fc08X56R0,2019-11-20,physics,281680,11360,9033159
1459,Einstein and the Quantum: EntaÖ,ntxC5KMC4y0,2022-03-31,physics,18403,1810,1429951
1460,Physics‚Äô greatest mystery: MÖ,B1GO1HPLp7Y,2021-06-06,physics,62098,6272,2889074
1461,Michio Kaku: The Universe in aÖ,0NbBjNiw4tk,2012-08-15,physics,296448,29736,19097087
1462,Wireless Keyboard Prank HACK oÖ,CN16j8AHHuk,2020-06-23,physics,191691,5795,3182375
1463,The physics anomaly no one talÖ,p118YbxFtGg,2021-09-18,physics,35004,2726,952869
1464,8 Year Old LOST His GIRLFRIENDÖ,c0Ir6O1JB-I,2019-11-19,physics,673896,41869,14835017
1465,The Map of Particle Physics | Ö,mYcLuWHzfmE,2021-05-01,physics,32717,1804,930267
1466,Thermodynamics: Crash Course PÖ,4i1MUWJoI0U,2016-09-15,physics,20329,806,1331141
1467,7 AMAZING Physics Tricks That Ö,IzQsYnLz2Gc,2018-01-26,physics,122180,1942,8705503
1468,Physics experiments that changÖ,aXg3edeUrtc,2022-08-11,physics,2012,143,72517
1469,How Two Physicists Unlocked thÖ,kpsu9_ql0-M,2022-08-16,physics,12994,521,234454
1470,What Does Quantum Physics ActuÖ,GBs8e2KRLDg,2022-07-20,physics,1346,198,106305
1471,Gifting a 9 Year Old MAX BattlÖ,Ewp4HvlzNs0,2022-06-12,physics,7355,711,278584
1472,Can Life Really Be Explained BÖ,k-vm3ZWnMWk,2022-04-08,physics,25394,2940,761574
1473,Modern Physics || Modern PhysiÖ,3lTQqEehEhI,2020-09-14,physics,21123,560,745050
1474,Electric Charge: Crash Course Ö,TFlVWf8JX4A,2016-09-29,physics,26210,856,1875721
1475,When a physics teacher knows hÖ,77ZF50ve6rs,2016-03-04,physics,1194852,16417,42252029
1476,Amazing Physics Toys/Gadgets 1Ö,Y5dylh2aOiw,2022-02-26,physics,188472,5901,13829574
1477,I Met RICH KID In Real Life...Ö,pJpOxIksxXU,2021-08-06,physics,11961,334,495065
1478,What is the Schr√∂dinger EquatÖ,2WPA1L9uJqo,2022-04-14,physics,11420,896,596902
1479,Physicists At CERN Just Made AÖ,iDgJD-MarvU,2022-07-04,physics,10960,109,858731
1480,Asking a Theoretical PhysicistÖ,Qi9ys2j1ncg,2022-04-14,physics,31942,7562,1089328
1481,I Made RICH KID Say **** For TÖ,jxi-3WvWvGM,2020-12-28,physics,66353,2001,1546801
1482,Kinematics In One Dimension - Ö,dHjWVlfNraM,2021-05-31,physics,7687,237,451843
1483,Frank Wilczek: Physics of QuarÖ,LDTe8uFqbws,2021-05-29,physics,9154,1201,652244
1484,Minecraft Physics Had an UpdatÖ,SiHeMrHDlzs,2022-02-26,physics,11249,393,482269
1485,"Static &amp; Kinetic Friction,Ö",pL2YfC-22Uc,2016-08-29,physics,20361,770,1539948
1486,15 Craziest Things That Defy tÖ,dHsxkaxRfnE,2022-07-28,physics,12193,196,1267276
1487,Newton&#39;s Law of Motion - FÖ,g550H4e5FCY,2017-01-09,physics,27575,971,1761493
1488,Leonard Susskind Marrying QuanÖ,4JXjqaN97IY,2022-06-18,physics,962,100,30388
1489,How Trees Bend the Laws of PhyÖ,BickMFHAZR0,2012-10-30,physics,139552,7764,4235793
1490,RICH KID Tried To DATE My CRUSÖ,V2dPq92LToE,2020-01-26,physics,159719,4673,2029047
1491,What is Computer Science?Ö,Tzl0ELY_TiM,2017-02-28,computer science,26902,1190,1248957
1492,100+ Computer Science ConceptsÖ,#NAME?,2022-05-04,computer science,55719,1606,802372
1493,Introduction to Programming anÖ,zOjov-2OZ0E,2020-04-21,computer science,131961,3037,4849924
1494,Map of Computer ScienceÖ,SzJ46YA_RaA,2017-09-06,computer science,202969,3572,4801805
1495,3 years of Computer Science inÖ,ReVeUvwTGdU,2018-07-24,computer science,186881,8575,7004107
1496,An Entire Computer Science DegÖ,EJiVWoFk8GA,2022-08-06,computer science,10317,757,165623
1497,Computer Scientist Explains OnÖ,fOGdb1CTu5c,2022-01-18,computer science,128268,4356,4991078
1498,Early Computing: Crash Course Ö,O5nskjZ_GoI,2017-02-22,computer science,62009,1740,3134189
1499,Computer Science in 10 MinutesÖ,A45p5e86Lpw,2020-09-21,computer science,24508,1455,374241
1500,Computer Science degree: What Ö,k0GlqFrRQI0,2020-06-01,computer science,6806,774,215489
1501,Computer Scientist Explains MaÖ,5q87K1WaoFI,2021-08-18,computer science,42940,1735,1407319
1502,My Computer Science Degree in Ö,dh7IwmBQZeI,2021-11-08,computer science,13004,376,318419
1503,Computer Science Careers and SÖ,2VpDcjFshJI,2017-08-21,computer science,8864,326,351985
1504,My Regrets as a Computer ScienÖ,xa6me8wou_k,2019-07-03,computer science,63890,2427,1732512
1505,What Is Computer Science?Ö,AnVBCyzNgaU,2016-07-15,computer science,2143,77,198844
1506,Computer science is for everyoÖ,FpMNs7H24X0,2014-12-08,computer science,10846,380,759857
1507,Is a Computer Science Degree WÖ,c-41IY0bOGU,2020-03-05,computer science,11672,1285,302924
1508,2021&#39;s Biggest BreakthrougÖ,9uASADiYe_8,2021-12-23,computer science,33558,814,950825
1509,Top 10 BEST Career Paths For CÖ,OhuduvuenYQ,2022-06-16,computer science,752,53,16115
1510,Boolean Logic &amp; Logic GateÖ,gI-qXk7XojA,2017-03-08,computer science,47204,1277,2302755
1511,Lec 1 | MIT 6.00 Introduction Ö,k6U-i4gXkLM,2009-08-20,computer science,61813,3416,6091315
1512,6 Reasons Why Computer ScienceÖ,ywBD6HiD8vQ,2020-11-06,computer science,4557,379,97136
1513,Computer Science Degree Vs ComÖ,sdDklIYkWA0,2022-06-18,computer science,1514,251,37830
1514,5 Things I Wish I Knew Before Ö,TOSxb5aXKlk,2020-07-14,computer science,2596,177,56994
1515,Things New Computer Science StÖ,G6IN2UxMFpU,2020-09-07,computer science,7452,581,113080
1516,The Math Needed for Computer SÖ,eSFA1Fp8jcU,2018-04-21,computer science,59163,1583,1754969
1517,The Man Who Revolutionized ComÖ,rkZzg7Vowao,2022-05-17,computer science,62172,1458,1345420
1518,Computer science education: whÖ,5jmN_tBS0t4,2015-07-21,computer science,11911,1388,610308
1519,Should YOU Major In Computer SÖ,FPu2S_qEN5s,2019-08-27,computer science,16747,1532,525081
1520,Intro to Algorithms: Crash CouÖ,rL8X2mlNHPM,2017-05-24,computer science,28944,775,1515048
1521,What You Need to Succeed in CoÖ,D1qnuKSfPOg,2020-11-24,computer science,4849,197,82596
1522,Introduction to Graph Theory: Ö,LFKZLXVO-Dg,2020-06-14,computer science,13406,314,362229
1523,Day in the Life of a Computer Ö,M85EcbfhH9A,2022-08-12,computer science,1149,146,17156
1524,The Computer Science Iceberg EÖ,H565avw-ufk,2022-02-06,computer science,27889,962,437660
1525,CS50 FULL REVIEW  - Best CoursÖ,#NAME?,2022-02-08,computer science,10409,385,199395
1526,Computer Science isn&#39;t proÖ,z3o6yEzcnLc,2022-04-10,computer science,10292,653,327463
1527,Computer Science TerminologyÖ,LtoBGQPuu1c,2018-11-08,computer science,5213,145,135056
1528,My HONEST College Advice For CÖ,bJCzuGbg4s4,2021-12-27,computer science,909,32,24612
1529,Representing Numbers and LetteÖ,1GSjbWt0c9M,2017-03-15,computer science,30095,1186,1530735
1530,Registers and RAM: Crash CoursÖ,fpnE6UAfbtU,2017-03-29,computer science,37041,1190,1672442
1531,Is Computer Science Right for Ö,ReQdX04S00w,2022-02-24,computer science,61424,692,872859
1532,Everything You Need to Know asÖ,aDfqRbGk_Yk,2019-11-22,computer science,6557,215,179728
1533,The Traveling Salesman ProblemÖ,GiDsjIBOVoA,2022-07-26,computer science,7812,408,143959
1534,Online Computer Science BachelÖ,ec5vegLMkTM,2021-01-20,computer science,32,5,83073
1535,Electronic Computing: Crash CoÖ,LN0ucKNX0hc,2017-03-01,computer science,32189,878,1750656
1536,My College Advice for ComputerÖ,DUnjnfcpn3M,2020-06-10,computer science,11395,542,282641
1537,Data Structures - Computer SciÖ,zg9ih6SVACc,2020-09-08,computer science,22667,588,939411
1538,Conquering Math as a Computer Ö,yKJz5IntDW8,2018-08-10,computer science,4440,307,95826
1539,Kirby‚Äôs Dream Buffet ‚Äì OveÖ,mQqVCYDD3sA,2022-08-11,nintendo,40994,3946,1115596
1540,Sonic Frontiers - Story TraileÖ,zDZAbmxP7Yw,2022-08-23,nintendo,33773,4225,655844
1541,Top 10 Nintendo 3DS Games| TheÖ,Yaf9h-Rceus,2022-08-24,nintendo,5333,883,87181
1542,Splatoon 3 Direct - Nintendo SÖ,aiuIZN0KDFQ,2022-08-10,nintendo,93512,11770,2467290
1543,Nintendo&#39;s Surprising EvenÖ,z7SGxS0h8YQ,2022-08-24,nintendo,4996,791,86658
1544,Nintendo Direct Mini: Partner Ö,dKB3WXRWTCM,2022-06-28,nintendo,93420,11201,2745019
1545,We&#39;ve Played Splatoon 3 - Ö,I0wIauQ0wMs,2022-08-24,nintendo,2677,390,51017
1546,Mario Kart 8 Deluxe ‚Äî BoosteÖ,xBly7QHQkYA,2022-07-28,nintendo,88302,10753,2173854
1547,Nintendo Switch OLED Kirby EdiÖ,uS5exTLvQVo,2022-08-24,nintendo,959,87,9269
1548,Xenoblade Chronicles 3 Direct Ö,hoHvpS2x8us,2022-06-22,nintendo,27953,6430,848504
1549,ON A JOUE A SPLATOON 3 EN AVANÖ,_sapOflid6o,2022-08-24,nintendo,3465,317,59232
1550,Denuvo Is Bringing DRM To NintÖ,QrW6gVz7H5M,2022-08-24,nintendo,2208,837,37340
1551,Nintendo Switch games that wilÖ,U_VQPOYJxpI,2022-08-24,nintendo,7455,160,71578
1552,LEGO Star Wars: The Skywalker Ö,tDdvopwhCaE,2022-08-23,nintendo,697,120,17418
1553,Deep Cut: Anarchy Rainbow - SpÖ,DtMOAvOWTvY,2022-08-10,nintendo,59959,5338,1310018
1554,üö® D√âP√äCHEZ-VOUS üö® Ces Ö,96mrgd8-3yE,2022-08-24,nintendo,406,57,13184
1555,Nintendo&#39;s Big Switch ReveÖ,cCyPBq_u638,2022-08-23,nintendo,1897,349,36948
1556,This &quot;Nintendo Switch LitÖ,T17B7v6T8W4,2022-08-23,nintendo,7166,897,156610
1557,Splatoon 3 Direct ‚Äì 10/08/20Ö,QkQ2TlVoXVg,2022-08-10,nintendo,4122,567,112040
1558,Nintendo Switch: Unboxing &ampÖ,y9b2vxjP0po,2017-03-09,nintendo,54951,6290,5370346
1559,Nintendo Switch ATTENTION HOGWÖ,LL2H1ksXocA,2022-08-24,nintendo,760,80,11630
1560,18 AMAZING Nintendo Switch secÖ,tOtVkaGqtbQ,2022-07-31,nintendo,3769,590,180396
1561,Nintendo Switch OLED Review VsÖ,TlBU5LfBEcM,2021-11-03,nintendo,8058,662,566503
1562,Pok√©mon Presents | 08.03.2022Ö,ojiBuA97rdc,2022-08-03,nintendo,119930,11926,3432799
1563,Evolution of Nintendo [1889-20Ö,q6S7VOi3E5k,2021-03-06,nintendo,92823,5623,8295441
